"rank","tiktok_play_count","tiktok_likes","tiktok_comments","tiktok_shares","tiktok_saves","tiktok_url","tiktok_posted_date","asin","name","name_he","category","rating","review_count","price_usd","ships_to_israel","free_shipping_type","affiliate_link","source_video_url","image_url","description_he","status","discovered_at","updated_at"
"11","320702","7532","210","2474","2824","https://www.tiktok.com/@byotools/video/7618602883432402206","2026-03-18","","Realistic Printed Brick Panels for Walls","","byotools","","","","","","","","https://p16-common-sign.tiktokcdn-eu.com/tos-useast8-p-0068-tx2/osMEjbAAEia8BEiP3SBiAIxqtRGAl1PtCA6Hb~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=7005c075&x-expires=1779019200&x-signature=Knac%2B2dihHRnKewLCcFC20sJ5dY%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T16:13:28","2026-05-16T16:13:28"
"12","312933","10362","153","2823","2524","https://www.tiktok.com/@byotools/video/7616392168135019807","2026-03-12","","DIY Color Matching Caulk  Home Improvement ⁠","","byotools","","","","","","","","https://p16-common-sign.tiktokcdn-eu.com/tos-useast8-p-0068-tx2/o4ypAGjI0ALbIMveIAllWqTOuFjeZA5ZIQ4EAe~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=e862ec49&x-expires=1779019200&x-signature=o7n%2Fb8I2ndpPyqUsFwdzK90b02o%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T16:13:28","2026-05-16T16:13:28"
"13","310539","5763","114","3631","2039","https://www.tiktok.com/@byotools/video/7633081781905902879","2026-04-26","B09JZVGBNY","Growtrax Biodegradable Grass Seed Mat - 100 sqft Year Round Green - Grass Seed and for Lawns, Dog Patches & Shade - Just Roll, Water & Grow - No Fake or Artificial Grass","מחצלת זרעי דשא ביו-מתפרקת, 9.3 מ""ר","byotools","0.0","0","7.98","0","paid","https://www.amazon.com/dp/B09JZVGBNY/?tag=eskl20-20","","","מזרן זרעי הדשא של Growtrax הוא פתרון חכם וקל לשימוש לכל מי שרוצה לגדל דשא ירוק ומלא בבית בלי מאמץ מיוחד. המזרן מכיל זרעים וחומרי הזנה מובנים שמבטיחים נביטה מהירה ואחידה בשטח של כ-9 מטר רבוע, מה שהופך אותו לאידיאלי לתיקון כתמים שהכלב הרס, אזורים צנועים בגן או מקומות מוצלים שקשה לצמח בהם דשא רגיל. הייתכן המיוחד הוא שהמזרן עצמו מתפרק בטבע לגמרי ולא מותיר שאריות מזיקות, כך שהאדמה מקבלת את כל מה שהיא צריכה ללא פסולת. פשוט מניחים, משקים וממתינים לתוצאה ירוקה ומרשימה, ללא צורך בכלים מיוחדים או ידע גינון מוקדם. אם חיפשת דרך מהירה ומשתלמת להחזיר את המדשאה לחיים, זהו בדיוק המוצר בשבילך.","discovered","2026-05-16T16:13:28","2026-05-16T16:13:28"
"14","213201","2937","83","610","876","https://www.tiktok.com/@byotools/video/7635294487983475999","2026-05-02","","2x4 Rubber Path Base Solution","","byotools","","","","","","","","https://p16-common-sign.tiktokcdn-eu.com/tos-useast8-p-0068-tx2/oYAEGfg2zAHRDIxQJy7EAYBVBE9FQlZEpTPZfz~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=41bcf715&x-expires=1779019200&x-signature=ObxN2aTJ%2BZlpVVjo7R3uYHPf1nU%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T16:13:28","2026-05-16T16:13:28"
"15","198354","4462","25","264","909","https://www.tiktok.com/@byotools/video/7617559963275119902","2026-03-15","","Best Trade Show For Inventors","","byotools","","","","","","","","https://p19-common-sign.tiktokcdn-eu.com/tos-useast8-p-0068-tx2/oIKTD5BfIAfNFjfBAQWobBqMp8q5sQgQIICNug~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=706e1a7d&x-expires=1779019200&x-signature=5p8KK1jL9SwKjEb8yvVa8UbnyZg%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T16:13:28","2026-05-16T16:13:28"
"16","194986","3916","104","1263","1514","https://www.tiktok.com/@byotools/video/7607524153695997215","2026-02-16","B01KGFAN00","BEYOND PAINT Countertop Makeover Refinishing Kit - Color: Bone","ערכת חידוש משטחי עבודה, גוון עצם","byotools","0.0","0","12.01","0","","https://www.amazon.com/dp/B01KGFAN00/?tag=eskl20-20","","","","discovered","2026-05-16T16:13:28","2026-05-16T16:13:28"
"17","156361","2324","52","797","922","https://www.tiktok.com/@byotools/video/7629388845993217311","2026-04-16","","Innovative Door Stopper","","byotools","","","","","","","","https://p16-common-sign.tiktokcdn-eu.com/tos-useast8-p-0068-tx2/osrRIqiBOZfik7mBC0IhCVWIMvio6IA8WgAc5A~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=df92484f&x-expires=1779019200&x-signature=jCJs01jToNK7MpMRe1hTlHYatoQ%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T16:13:28","2026-05-16T16:13:28"
"18","144694","3528","165","655","801","https://www.tiktok.com/@byotools/video/7626389399495888158","2026-04-08","B0FY2Q43JQ","Kohree Camping Sink with Electric Pump, Convenient Wheels, 5 Gal Water Tank, 2 in 1 Auto & Foot Pump, Soap Dispenser, Towel Holder - Compact Portable Sink Hand Washing Station for RV Trailer Outdoor","כיור שטח נייד עם משאבה חשמלית","byotools","4.4","16","109.99","1","paid","https://www.amazon.com/dp/B0FY2Q43JQ/?tag=eskl20-20","","https://m.media-amazon.com/images/I/61FbBA+H9cL._AC_SL1500_.jpg","כיור קמפינג ניידת של Kohree היא הפתרון המושלם לכל מי שאוהב לצאת לטבע מבלי לוותר על הנוחות של הבית. עם מיכל מים של כמעט 20 ליטר ומשאבה חשמלית חזקה, תמיד יהיה לכם זרם מים זמין לשטיפת ידיים, כלים ועוד, גם בלב היער או בשטח מרוחק. שני מצבי הפעולה של המשאבה, אוטומטי ורגלי, נותנים לכם גמישות מלאה לפי הצורך, והגלגלים הנוחים מאפשרים להזיז אותה ממקום למקום ללא מאמץ. מתקן הסבון המובנה משדרג את חווית הניקיון ומוודא שתמיד תשמרו על היגיינה מושלמת גם ברחוק מהבית. אם אתם מחפשים שדרוג אמיתי לחוויית הקמפינג שלכם, הכיור הזה הוא השקעה שתרגישו בכל טיול.","discovered","2026-05-16T16:13:28","2026-05-16T16:13:28"
"19","125567","2973","56","905","690","https://www.tiktok.com/@byotools/video/7629445326218349855","2026-04-16","","Innovative Concrete Fence Post","","byotools","","","","","","","","https://p19-common-sign.tiktokcdn-eu.com/tos-useast8-p-0068-tx2/oM4nAh8iEKEqeAC0AuAIIPWihPDKEgCKiBnBAw~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=cf00b8c1&x-expires=1779019200&x-signature=ahfSJuWyFUYhv%2FFDsVx%2F%2BX6tzbA%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T16:13:28","2026-05-16T16:13:28"
"20","119402","1860","34","294","456","https://www.tiktok.com/@byotools/video/7607143604179504414","2026-02-15","B0FFNHVCX2","CrackStitch 15pk Concrete Crack Repair Kit|DIY Foundation Crack Repair|Basements, Garages, Pools, Floors, Wall & Block|Carbon Fiber/Kevlar Concrete Reinforcement","ערכת תיקון סדקים בבטון – 15 יחידות סיב פחמן/קבלר","byotools","0.0","0","49.99","0","","https://www.amazon.com/dp/B0FFNHVCX2/?tag=eskl20-20","","","","discovered","2026-05-16T16:13:28","2026-05-16T16:13:28"
"21","112465","1901","48","852","574","https://www.tiktok.com/@byotools/video/7618243189320731934","2026-03-17","","Reusable String Line Batter Board System","","byotools","","","","","","","","https://p16-common-sign.tiktokcdn-eu.com/tos-useast8-p-0068-tx2/oEPyRAXavBba219BASEvE53jlHlCbbRiAIAAi~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=3feac1d3&x-expires=1779019200&x-signature=eK9SoZh7hLeomVdYx69T2jyNZn4%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&s=PUBLISH&sc=cover&biz_tag=tt_video","","discovered","2026-05-16T16:13:28","2026-05-16T16:13:28"
"22","103262","1402","34","108","157","https://www.tiktok.com/@byotools/video/7632723442223156511","2026-04-25","B014T8QVHO","SHARPDRAW Fine Line Carpenter Pencil - Carbon Fiber Reinforced Graphite for Consistent Razor Sharp Lines – Real Wood Handle – 0.8mm Line for Finish Carpenters & Woodworkers","עיפרון נגריות קצה חד במיוחד","byotools","0.0","0","6.95","1","paid","https://www.amazon.com/dp/B014T8QVHO/?tag=eskl20-20","","https://m.media-amazon.com/images/I/51cw2zGsgJL._AC_SL1000_.jpg","עיפרון הנגרים SHARPDRAW מיועד לכל מי שזקוק לקווים דקים, מדויקים ועקביים בעבודת עץ, בנייה או עיצוב. הגרפיט המחוזק בסיבי פחמן מאפשר חריטה חדה כתער שנשמרת לאורך זמן, בלי שהעיפרון נשבר או מתקהה מהר. הידית מעץ אמיתי נוחה לאחיזה ומעניקה שליטה מלאה גם בעבודה ממושכת. בניגוד לעפרונות נגרים רגילים, הקצה הדק שלו מאפשר סימון על פני שטח מחוספסים ומורכבים בדיוק חריג. אם אתה מחפש כלי סימון שלא יאכזב אותך באמצע הפרויקט, זה בדיוק מה שחסר לך בארגז הכלים.","discovered","2026-05-16T16:13:28","2026-05-16T16:13:28"
"23","102302","930","37","322","297","https://www.tiktok.com/@byotools/video/7621561199498366238","2026-03-26","B0G58M2CFF","Aiper IrriSense 2 Smart Irrigation System, 4-in-1 Multi-Zone Watering Device, App Control, Smart Scheduling, Garden Sprinkler with Rain Sensor, for Lawns up to 4,800 sq.ft.-Gray","מערכת השקיה חכמה 4 אזורים עם חיישן גשם ושליטה מהאפליקציה","byotools","0.0","0","11.99","0","","https://www.amazon.com/dp/B0G58M2CFF/?tag=eskl20-20","","","מערכת ההשקיה החכמה Aiper IrriSense 2 מאפשרת לכם לשלוט על השקיית הגינה שלכם בקלות ובנוחות דרך האפליקציה בסמארטפון, בלי להיות נוכחים פיזית. המכשיר תומך בארבע אזורי השקיה שונים במקביל, כך שתוכלו להתאים את כמות המים לכל פינה בגינה בנפרד, בין אם מדובר בדשא, עציצים, ירקות או שיחים. תזמון חכם מונע שכחה ומאפשר לקבוע לוח זמנים שבועי מותאם אישית — הגינה שלכם תקבל את המים הנכונים בזמן הנכון, גם כשאתם בחופשה. המערכת חוסכת מים, חוסכת זמן ומחליפה את הצורך לפתוח ולסגור ברזים ידנית כל יום. אם אתם רוצים גינה ירוקה ומטופחת בלי המאמץ היומיומי, זהו הפתרון המושלם עבורכם.","discovered","2026-05-16T16:13:28","2026-05-16T16:13:28"
"24","99668","2535","66","897","731","https://www.tiktok.com/@byotools/video/7626061386212363551","2026-04-07","","Portable 21’ Miter Saw Cutting Station","","byotools","","","","","","","","https://p16-common-sign.tiktokcdn-eu.com/tos-useast8-p-0068-tx2/o4zVjUKi8BoVBGaIAJqLBI82PNiBE7lPR6dCA~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=2f873700&x-expires=1779019200&x-signature=I4VH%2Fn%2FhcDK5KjI0wrA8ymL5VKM%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T16:13:28","2026-05-16T16:13:28"
"25","95156","1871","104","747","725","https://www.tiktok.com/@byotools/video/7629785434435947806","2026-04-17","B0FS1BM7Q5","Roofing Shingles 3-Tab 39.4” by 13.1”, Gray Asphalt Shingles (8 - Count)","רעפי אספלט אפורים - 8 יחידות","byotools","5.0","1","53.99","1","paid","https://www.amazon.com/dp/B0FS1BM7Q5/?tag=eskl20-20","","https://m.media-amazon.com/images/I/A1+eLG7t4aL._SL1500_.jpg","רעפי אספלט איכותיים אלה מספקים פתרון אמין ומקצועי לתיקון או שדרוג גגות, ומתאימים הן לעבודות DIY והן לאנשי מקצוע. הם עמידים בפני תנאי מזג אוויר קשים ומציעים הגנה מצוינת מפני גשם, שמש ורוח. הצבע האפור הקלאסי משתלב בצורה אסתטית עם מגוון רחב של בתים ומבנים, ומעניק מראה מטופח ומסודר. הגודל הסטנדרטי של כל רעף מאפשר התקנה נוחה ומהירה, ואריזה של 8 יחידות מספיקה לתיקון נקודתי או לפרויקט קטן. אם הגג שלך זקוק לחידוש, זה ההשקעה החכמה שתחסוך לך כסף בטווח הארוך ותגן על הבית שלך לשנים רבות.","discovered","2026-05-16T16:13:28","2026-05-16T16:13:28"
"26","72643","1502","57","440","217","https://www.tiktok.com/@byotools/video/7610453267847351582","2026-02-24","B0736P3SS7","Plywood and Sheetrock Panel Carrier","נשא לוחות עץ וגבס","byotools","4.7","1845","36.99","1","paid","https://www.amazon.com/dp/B0736P3SS7/?tag=eskl20-20","","https://m.media-amazon.com/images/I/8130C9VglVL._SL1500_.jpg","נשא לוחות עץ ופלסטרבורד שמקל עליך לשאת חומרי בניין כבדים ביד אחת בלבד. עיצוב ארגונומי ועמיד שמגן על הגב ומונע פציעות בעבודות שיפוץ ובנייה. הכלי החיוני לכל קבלן, נגר או חובב DIY שרוצה לעבוד בבטחה וביעילות.","discovered","2026-05-16T16:13:28","2026-05-16T16:13:28"
"27","68162","1344","21","345","418","https://www.tiktok.com/@byotools/video/7618981964409818399","2026-03-19","","Easy DIY Home Sauna Kits","","byotools","","","","","","","","https://p16-common-sign.tiktokcdn-eu.com/tos-useast8-p-0068-tx2/owyPxAAgmLQxOqiwJQLIAeGPR8AGffAgQdeUUD~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=f4e03216&x-expires=1779019200&x-signature=ePqsEQAJKxqQZBidinFjEvv92d4%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T16:13:28","2026-05-16T16:13:28"
"28","65042","1474","46","304","228","https://www.tiktok.com/@byotools/video/7632329781530430750","2026-04-24","","Innovative Metal Rafter Square Design!  Rafter","","byotools","","","","","","","","https://p16-common-sign.tiktokcdn-eu.com/tos-useast8-p-0068-tx2/ooEihjIAVyAFGE3eHORx46fSAuDSECAQEA6pkW~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=cde880c1&x-expires=1779019200&x-signature=QFK8e1rcmaryPpVko1mR7JPxcUE%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T16:13:28","2026-05-16T16:13:28"
"29","63246","971","74","721","213","https://www.tiktok.com/@byotools/video/7628631046447172895","2026-04-14","","Innovative Tile Grouting Robot","","byotools","","","","","","","","https://p16-common-sign.tiktokcdn-eu.com/tos-useast8-p-0068-tx2/o8YTfm8oAAAuAjjrAIFGvrqDff4DEzKEIIEG8Q~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=14b9917d&x-expires=1779019200&x-signature=YLjAKwcXkmOdQ7EwK2tsoaP65NA%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T16:13:28","2026-05-16T16:13:28"
"30","57687","1362","29","443","396","https://www.tiktok.com/@byotools/video/7615664198143528223","2026-03-10","B07K7TH321","Schluter Kerdi Prefabricated Sloped Shower Tray - Waterproof, Ready to Tile - Lightweight Polystyrene, 38"" Length, 60"" Width, Off-Center Outlet Position - KST965/1525S","מגש מקלחת מוטה מוכן לריצוף – Schluter Kerdi","byotools","4.8","266","141.3","1","paid","https://www.amazon.com/dp/B07K7TH321/?tag=eskl20-20","","https://m.media-amazon.com/images/I/51RPNsHxV-L._AC_SL1500_.jpg","מגש המקלחת המוכן של Schluter Kerdi הוא הפתרון המושלם לכל מי שרוצה לשפץ את המקלחת בבית בלי סיבוכים מיותרים. הטיה מדויקת מובנית מראש מבטיחה ניקוז מושלם של המים, כך שלא יישאר עומד מים על הרצפה. הציפוי האטום למים המובנה חוסך את שלב ההאטמה הנפרד ומאפשר להניח על גבי המגש אריחים ישירות, בלי עבודות הכנה מורכבות. הפוליסטירן הקל מאוד קל לטיפול ולהתקנה, ומפחית משמעותית את זמן העבודה ואת העלות הכוללת של השיפוץ. עם דירוג של 4.8 כוכבים ממאות קונים מרוצים, זהו מוצר שכל מי שמתכנן מקלחת חדשה פשוט לא יכול להרשות לעצמו לוותר עליו.","discovered","2026-05-16T16:13:28","2026-05-16T16:13:28"
"31","53007","788","96","213","200","https://www.tiktok.com/@byotools/video/7631982876363541790","2026-04-23","B0DJYGNG1P","AutoHot DR055A-USC On-Demand Hot Water Recirculation Pump System – Easy Installation, UL & NSF 61 Certified | Save Water & Energy, Get Hot Water Faster","משאבת מחזור מים חמים מיידיים לבית","byotools","0.0","0","7.19","0","paid","https://www.amazon.com/dp/B0DJYGNG1P/?tag=eskl20-20","","","מערכת שאיבת המים החמים של AutoHot מסיימת אחת ולתמיד עם ההמתנה הארוכה למים חמים מהברז. המערכת מחברת בין צינור המים הקרים לצינור החמים ומבטיחה שמים חמים יגיעו מיידית ברגע שפותחים את הברז, בלי לבזבז ליטרים יקרים בכל שימוש. ההתקנה פשוטה במיוחד ואינה דורשת אינסטלטור — מתחברת ישירות מתחת לכיור הרחוק ביותר מהדוד תוך דקות ספורות. המוצר מאושר על ידי UL ו-NSF 61, מה שמעניק ביטחון מלא בבטיחות המים לשתייה ולשימוש יומיומי. אם אתם עייפים מלחכות שהמים יתחממו בכל פעם שאתם מתקלחים, שוטפים ידיים או כלים — זהו הפתרון החכם שישנה את חווית השימוש במים בבית שלכם.","discovered","2026-05-16T16:13:28","2026-05-16T16:13:28"
"32","52220","1042","19","192","404","https://www.tiktok.com/@byotools/video/7638688338391665951","2026-05-11","","Easy DIY Concrete Repair Product","","byotools","","","","","","","","https://p16-common-sign.tiktokcdn-eu.com/tos-useast8-p-0068-tx2/oYKADfuuEE1VIqEpqAqAFCeCE0RhAAdOAE6An8~tplv-tiktokx-cropcenter-q:300:400:q70.jpeg?dr=9232&refresh_token=6005a587&x-expires=1779019200&x-signature=NC%2FefRCf4%2BWj5dEjPTojNe2dSS8%3D&t=bacd0480&ps=933b5bde&shp=d05b14bd&shcp=132edbea&idc=useast2b&biz_tag=tt_video&s=PUBLISH&sc=cover","","discovered","2026-05-16T16:13:28","2026-05-16T16:13:28"
